id,X,Y
"x",0,0
5320001.00,-78.84252025614043,43.87915860072816
5320002.01,-78.84064339334894,43.86463166139503
5320002.02,-78.8571413293131,43.87382982936986
5320002.03,-78.85409064550323,43.86067460339825
5320003.01,-78.88834278682582,43.88595894142023
5320003.02,-78.89556651839241,43.9016498778987
5320004.01,-78.86972811890054,43.88183595884281
5320004.02,-78.87276457807876,43.88912480156935
5320005.00,-78.85796952603015,43.8915970014202
5320006.00,-78.84627959738067,43.88677903694825
5320007.00,-78.84430701817286,43.89636099874259
5320008.01,-78.81051740618629,43.88937264326942
5320008.02,-78.83131728215315,43.89532630416345
5320008.03,-78.8210815324645,43.90059027367946
5320008.05,-78.82995925192536,43.90979204626538
5320008.06,-78.82912640096848,43.91867984636352
5320008.07,-78.83666429774199,43.93417243210706
5320009.01,-78.84780512407077,43.90459912889153
5320009.02,-78.8444923949268,43.91584898013722
5320009.03,-78.85112336655318,43.928672356665274
5320009.04,-78.85398500934043,43.91274666491943
5320009.05,-78.85997293804475,43.92556228886208
5320010.00,-78.86305756221877,43.900612795337715
5320011.00,-78.86641373826605,43.909987694685945
5320012.01,-78.87756104607058,43.89782259656882
5320012.02,-78.88343136200795,43.905341195963025
5320013.00,-78.89217559500071,43.91558074304866
5320014.01,-78.86913696499082,43.922158828505005
5320014.02,-78.87328402158134,43.930814346800275
5320015.02,-78.87855333216105,43.94261345170047
5320015.03,-78.88295303081159,43.92850156697392
5320015.04,-78.89090263605638,43.93713868219387
5320016.01,-78.86320477653926,43.94520028952732
5320016.03,-78.83887265865144,43.95040674898159
5320016.04,-78.89686151404518,43.96597400308698
5320100.01,-78.9455899269829,43.85497191762119
5320100.02,-78.96432621967647,43.871193657546875
5320100.03,-78.96693342692397,43.88506110975512
5320101.02,-78.91056163002501,43.89686545322405
5320101.03,-78.92291488580439,43.89503835905509
5320101.04,-78.9317152352823,43.89231547967342
5320101.05,-78.91951474250202,43.8800221292764
5320101.06,-78.90252459499199,43.880581677230396
5320102.01,-78.94344372487261,43.893124758669245
5320102.02,-78.94099821716627,43.885386859006076
5320102.03,-78.9346367359401,43.87458818728588
5320103.00,-78.94486800654114,43.87264844328567
5320104.00,-78.9507761755222,43.88750615320841
5320105.03,-78.9723086175085,43.90382390703087
5320105.04,-78.95766787698088,43.90524211962951
5320105.05,-78.9510051814396,43.90756226410035
5320105.06,-78.94532981813532,43.9068457097373
5320105.07,-78.93829425952394,43.90822519402162
5320105.08,-78.92944737954396,43.913280272817275
5320105.09,-78.92014125126096,43.91935845970896
5320105.10,-78.9155032906001,43.91098962175488
5320105.12,-78.94603209641996,43.965556595609954
5320105.14,-78.96467311189333,43.92395220427881
5320105.15,-78.94226681316904,43.93274684972449
5320105.16,-78.96988946458383,43.960101450319556
5320105.17,-78.98707025513644,43.99420932331458
5320200.00,-78.57335467265175,43.9828111479083
5320201.01,-78.59636267888968,43.90827455565649
5320201.02,-78.57581805872627,43.91995673689164
5320202.04,-78.80217978874157,43.898421739998916
5320202.05,-78.79077932653502,43.90295532898515
5320202.08,-78.80769345382642,43.91389689522166
5320202.09,-78.79660473606073,43.919205600325334
5320202.11,-78.70693979941815,43.90151606255866
5320202.12,-78.78112947513486,43.9055345287675
5320202.13,-78.79857797110499,43.88657712181581
5320202.14,-78.74827906079454,43.90099322282428
5320202.15,-78.63241522479854,43.89763468555486
5320202.16,-78.71436579349937,43.93204770807588
5320202.17,-78.78728456492027,43.91720381782029
5320202.18,-78.78720881470109,43.92844719492172
5320203.01,-78.68421522297707,43.931475444499974
5320203.02,-78.67470311119894,43.92341520015384
5320203.03,-78.68119319771456,43.915556438825746
5320203.04,-78.69569296562297,43.927324346883736
5320204.00,-78.67742495984795,43.906638855202566
5320205.01,-78.69470032280965,43.898628924735384
5320205.02,-78.69260973206028,43.90493088715543
5320206.00,-78.76509365835845,44.00361132316466
5350001.00,-79.33770370155163,43.656693566089885
5350002.00,-79.3607216599737,43.62906881076198
5350003.00,-79.45442661647012,43.63499225925567
5350004.00,-79.43858217478876,43.63737902954773
5350005.00,-79.42984927467347,43.63977354156907
5350006.00,-79.433335924276,43.6359088946945
5350007.01,-79.43321594862435,43.63559057824987
5350007.02,-79.42851100690024,43.63690676506651
5350008.01,-79.41709506966932,43.63844840538323
5350008.02,-79.4030959997035,43.63620999941436
5350009.00,-79.4187752410369,43.6426646776632
5350010.01,-79.41559934940302,43.641971432751035
5350010.02,-79.40687079677197,43.64354753127669
5350011.00,-79.39415429523423,43.64589840791816
5350012.01,-79.39676376867548,43.63974546237747
5350012.03,-79.38775533248112,43.64143270131412
5350012.04,-79.38491565825746,43.63926806173611
5350013.01,-79.3753294346219,43.64579071591883
5350013.02,-79.37641396476066,43.64175758867172
5350014.00,-79.38404172938765,43.648102473775445
5350015.00,-79.37516140755113,43.65083826483517
5350016.00,-79.36564360817266,43.65338985241063
5350017.00,-79.36458736906361,43.64939538788152
5350018.00,-79.34608742732024,43.65845737379236
5350019.00,-79.33425392170204,43.660816878386086
5350020.00,-79.30787933642695,43.66594595889279
5350021.00,-79.29322686743325,43.66979936388348
5350022.00,-79.28668484283574,43.676463155419334
5350023.00,-79.29583275296186,43.675280849874106
5350024.00,-79.30459351204306,43.6725241093031
5350025.00,-79.31391261135698,43.67080864117583
5350026.00,-79.32223178674587,43.66782585721344
5350027.00,-79.33075603859355,43.66653721538154
5350028.01,-79.34260316730187,43.662629335028505
5350028.02,-79.33822086594101,43.664937162458294
5350029.00,-79.34979068542366,43.66282676845061
5350030.00,-79.36134588202756,43.65876164573481
5350031.00,-79.36197951252447,43.66174493244704
5350032.00,-79.37194266731751,43.66027248414801
5350033.00,-79.36862685976256,43.65661605784172
5350034.01,-79.38006801692065,43.66011092046919
5350034.02,-79.37634038285266,43.656278188692
5350035.00,-79.38428142069833,43.658489271269026
5350036.00,-79.39152870010668,43.65181770001627
5350037.00,-79.39395028533458,43.656103380675106
5350038.00,-79.40261534937292,43.654708596287556
5350039.00,-79.40042527847082,43.65009054797504
5350040.00,-79.40884927428586,43.64904978878669
5350041.00,-79.41089087356761,43.65365701355327
5350042.00,-79.41954304033725,43.652156191015855
5350043.00,-79.41975492286508,43.6470437309661
5350044.00,-79.42561482261893,43.64447619930571
5350045.00,-79.43064458460987,43.65118513653725
5350046.00,-79.43445874714348,43.64783057582483
5350047.02,-79.43560807032982,43.643697591740704
5350047.03,-79.442572858432,43.64835882944134
5350047.04,-79.44000098454406,43.64341806023934
5350048.00,-79.44459574313886,43.642216794318536
5350049.00,-79.45113121057439,43.642536442591926
5350050.01,-79.47841177378513,43.641303520493665
5350050.03,-79.4677476568749,43.63959867076106
5350050.04,-79.47426353457884,43.6452758877083
5350051.00,-79.454337854981,43.65066817208973
5350052.00,-79.44800174893629,43.65019384864575
5350053.00,-79.44098028192663,43.65457644351009
5350054.00,-79.43140142450481,43.65693827871354
5350055.00,-79.42624128174138,43.658017991969956
5350056.00,-79.42104242222649,43.65884843784806
5350057.00,-79.41468368985812,43.66248489551279
5350058.00,-79.41231691140223,43.658147667059815
5350059.00,-79.40513827125177,43.65981835989181
5350060.00,-79.40567574186743,43.66446829624721
5350061.00,-79.40040453321124,43.665132848285666
5350062.01,-79.38742360517259,43.66804566840363
5350062.02,-79.38716316940523,43.66453598693814
5350063.03,-79.3812180704944,43.669656172990436
5350063.04,-79.37913888876908,43.664957113337245
5350063.05,-79.38378938730258,43.668800604030515
5350063.06,-79.38214347774647,43.663866279399514
5350064.00,-79.37698319305706,43.66898836099682
5350065.01,-79.37454193195025,43.66994354181671
5350065.02,-79.37251069255981,43.66928237693442
5350066.00,-79.37387594988353,43.66502557299842
5350067.00,-79.36685485379253,43.66870153668922
5350068.00,-79.36402523640142,43.66459877109412
5350069.00,-79.34755101545362,43.66900578320438
5350070.00,-79.3549667522382,43.67410587006425
5350071.00,-79.34759209620772,43.674883188009325
5350072.01,-79.34092031761874,43.674763678497214
5350072.02,-79.33538594756729,43.67680952963094
5350073.00,-79.3332967102499,43.67119669547096
5350074.00,-79.32420393744344,43.67434618790967
5350075.00,-79.3268945253989,43.679834755598
5350076.00,-79.3173989803773,43.682280897045146
5350077.00,-79.3145740638398,43.677298649887625
5350078.00,-79.30467396804235,43.68043081531934
5350079.00,-79.292125157880207,43.683720330616254
5350080.01,-79.30700931594774,43.68648495278215
5350080.02,-79.295275514377,43.68920843473498
5350081.00,-79.31912765555688,43.6863673770396
5350082.00,-79.32882272924257,43.68427753406334
5350083.00,-79.33955056658228,43.682030237217816
5350084.00,-79.34994131144097,43.680873983109876
5350085.00,-79.35864741727306,43.67886667353377
5350086.00,-79.37473009874945,43.68473692398207
5350087.00,-79.3799595466192,43.677273301334644
5350088.00,-79.3840426293056,43.67220226229262
5350089.00,-79.3918706009184,43.67159637281737
5350090.00,-79.39126031321054,43.6756266005634
5350091.01,-79.40033660230304,43.67038431544404
5350091.02,-79.40123009359299,43.674568219797195
5350092.00,-79.40842099566702,43.66987893298271
5350093.00,-79.41660299388157,43.668393606401345
5350094.00,-79.42454110901114,43.66738884742251
5350095.00,-79.42920533026218,43.6658395199977
5350096.01,-79.43519195031607,43.66775657550898
5350096.02,-79.43351370356244,43.66327666641373
5350097.01,-79.44068025257165,43.6609341774242
5350097.03,-79.44417296370295,43.667231186276645
5350097.04,-79.44413122061422,43.66480578977226
5350098.00,-79.45056456549565,43.66188576209226
5350099.00,-79.45585080499262,43.65860262515544
5350100.00,-79.46277061122692,43.66531396237724
5350101.00,-79.46767171228538,43.663850741164254
5350102.02,-79.46594045756972,43.65550286958583
5350102.03,-79.46317084366649,43.65607031894326
5350102.04,-79.46743705153398,43.658846306459886
5350102.05,-79.46436519615983,43.65974970592949
5350103.00,-79.47271707892762,43.656154246093784
5350104.00,-79.48251762148541,43.65535597266131
5350105.00,-79.47703641774592,43.66408142991125
5350106.00,-79.47365296208035,43.67304970231813
5350107.00,-79.46202360805165,43.67753356776006
5350108.00,-79.4571472754331,43.67072873263534
5350109.00,-79.44290709001557,43.67085991017451
5350110.00,-79.44639386239767,43.67443241391576
5350111.00,-79.45551200009263,43.67888329559358
5350112.00,-79.44752664348036,43.68071818896178
5350113.00,-79.43848537824962,43.67661820110532
5350114.00,-79.42975896181727,43.678208584548166
5350115.00,-79.42773672946421,43.67308243866433
5350116.00,-79.42035341857708,43.679620060717085
5350117.00,-79.4058449476561,43.677577303138506
5350118.00,-79.41332674262037,43.68180084197271
5350119.00,-79.40508131292343,43.68545091550711
5350120.00,-79.39630494966414,43.680738598119106
5350121.00,-79.39665424701505,43.68565051314758
5350122.00,-79.39934228092798,43.690979998617834
5350123.00,-79.39833509320562,43.695586583960264
5350124.00,-79.39125915177095,43.6867189548251
5350125.00,-79.38191790647413,43.690287732365036
5350126.00,-79.38009045793504,43.70109605818678
5350127.00,-79.38243603015904,43.70700407878618
5350128.02,-79.3941804986419,43.70544509096985
5350128.04,-79.39165539943565,43.697419262403756
5350128.05,-79.3928290920474,43.70023492022511
5350128.06,-79.39092098247701,43.699088941909544
5350129.00,-79.40325980480142,43.70207974766432
5350130.00,-79.41169070876643,43.69689760742107
5350131.00,-79.4182246547129,43.69371311052251
5350132.00,-79.43379261651967,43.703328861822634
5350133.00,-79.42263468891555,43.70534979525196
5350134.00,-79.41335890670841,43.70704600977451
5350135.00,-79.40362184244233,43.70886914443077
5350136.01,-79.39541667975875,43.71155267261481
5350136.02,-79.39432673945022,43.70896830483216
5350137.00,-79.38961474794269,43.712283374357426
5350138.00,-79.39565799408732,43.72182303459072
5350139.01,-79.40693021824501,43.72077843673669
5350139.02,-79.40515472039876,43.714827079539994
5350140.00,-79.41618263623505,43.713902875118485
5350141.01,-79.40884521337999,43.7261808394886
5350141.02,-79.41026851559722,43.73173633928763
5350142.00,-79.39799730097194,43.73004477929784
5350150.00,-79.49084563920988,43.653938081658836
5350151.00,-79.50030831925338,43.66272144320723
5350152.00,-79.48810427755704,43.6626851199669
5350153.00,-79.49055406537916,43.669482154476746
5350154.00,-79.50183156275253,43.67369897994562
5350155.00,-79.47921500592695,43.67859673144203
5350156.01,-79.49216575719578,43.676258334361655
5350156.02,-79.48596485046627,43.68067430425607
5350157.00,-79.48958718833853,43.684762858132785
5350158.00,-79.47522747752353,43.684714302736204
5350159.01,-79.47056594179544,43.68548233430791
5350159.02,-79.46558020932326,43.68641818351064
5350160.00,-79.45953297074095,43.68724177922061
5350161.00,-79.45167234250162,43.689506972111474
5350162.00,-79.44436033656653,43.69042368646407
5350163.00,-79.44113330539746,43.68305504531237
5350164.00,-79.43496689033576,43.68584933986065
5350165.00,-79.42564937496059,43.68535324021205
5350166.00,-79.42817233230221,43.69661181820468
5350167.01,-79.41555903301044,43.685844525263064
5350167.02,-79.4236672659701,43.68757163473997
5350168.00,-79.44130502137789,43.69452668494309
5350169.01,-79.44542510290673,43.698633047347954
5350169.02,-79.44352531492571,43.70288019074108
5350170.00,-79.45771449769985,43.69616104246431
5350171.00,-79.46947231249494,43.69347403979993
5350172.00,-79.4800869341428,43.69310645130024
5350173.00,-79.49464670426956,43.68933240157734
5350174.00,-79.50525024770143,43.688600893290776
5350175.01,-79.51154981367391,43.69889947576045
5350175.02,-79.52542416206292,43.70353905330188
5350176.00,-79.51222626763052,43.70544259145993
5350180.00,-79.29979162225315,43.69379201526031
5350181.01,-79.30984993753638,43.69093548340475
5350181.02,-79.31267487871021,43.69659337655387
5350182.00,-79.32053226441437,43.69147096782792
5350183.01,-79.33431256388647,43.690556657991046
5350183.02,-79.33331284097467,43.687081153733075
5350184.01,-79.344273267465,43.687278640026975
5350184.02,-79.34633695647129,43.6927632031972
5350185.01,-79.35146768831162,43.68747157178309
5350185.02,-79.3544461123058,43.690082261620226
5350186.00,-79.3683458750042,43.69517022483039
5350187.00,-79.33618077860113,43.695199566034496
5350188.00,-79.32375848848895,43.6977780831962
5350189.00,-79.30515667535586,43.70072137902
5350190.01,-79.29305422667895,43.69612907787412
5350190.02,-79.29875689517205,43.705058707154016
5350191.00,-79.30374700302684,43.71055208113568
5350192.00,-79.31029479670055,43.71126411470897
5350193.00,-79.32541160157618,43.70575895174242
5350194.01,-79.3411222104662,43.7015543190773
5350194.02,-79.34020496869073,43.70622913192902
5350194.03,-79.34519132207,43.7039919090063
5350194.04,-79.3480441001747,43.70525726224761
5350195.01,-79.3636179817935,43.715858782523966
5350195.02,-79.36492269659534,43.707272299986805
5350196.01,-79.37416487902934,43.714280579929465
5350196.02,-79.36989896510421,43.70386841667886
5350200.01,-79.48658353638278,43.6162656431583
5350200.02,-79.48883975753232,43.608966833810456
5350201.00,-79.48942503209354,43.61799164286008
5350202.00,-79.49297639889943,43.60908924375774
5350203.00,-79.49671824782615,43.606517461770274
5350204.00,-79.50509325189351,43.598145683894636
5350205.00,-79.51513291448788,43.59382148660549
5350206.01,-79.54002266885306,43.59079134656229
5350206.02,-79.52732280776986,43.59423081581998
5350207.00,-79.51843730555206,43.600718647094276
5350208.00,-79.50787215792832,43.60191766051254
5350209.00,-79.49959433540857,43.619013709074906
5350210.01,-79.50603883191535,43.61884367491975
5350210.02,-79.48084066534783,43.62587906105188
5350211.00,-79.53886222799848,43.60750256880837
5350212.00,-79.54948363986358,43.60122189978102
5350213.01,-79.54759643822953,43.63632265485537
5350213.02,-79.54494319206883,43.625201104485654
5350214.00,-79.52375629656918,43.6316216714181
5350215.00,-79.50352443827752,43.62733240105702
5350216.00,-79.49743415732742,43.6384938026086
5350217.00,-79.48945266701885,43.63696468420102
5350218.00,-79.50917785050493,43.64460458580918
5350219.00,-79.51455708845116,43.637980721570806
5350220.00,-79.56830370060739,43.630189319105774
5350221.01,-79.57740863532634,43.63701450888997
5350221.02,-79.56501365618986,43.640168095631054
5350222.01,-79.5561025643285,43.642179505793834
5350222.02,-79.56018586724085,43.652200886469615
5350223.01,-79.54438252949846,43.654137935033624
5350223.02,-79.54179677398785,43.6452359227017
5350224.00,-79.53452797041734,43.657772904183275
5350225.01,-79.52807183485794,43.647652127313926
5350225.02,-79.52879504528256,43.64546579006766
5350226.00,-79.51847533384259,43.65213485359355
5350227.00,-79.50878681553738,43.65131323707082
5350228.00,-79.50239722593602,43.654891630106974
5350229.00,-79.51141728808915,43.656479908039266
5350230.01,-79.51654210578336,43.66909086840207
5350230.02,-79.51562877707524,43.682150658271254
5350231.00,-79.52606724409753,43.665593753468144
5350232.00,-79.54141820151281,43.670148494837015
5350233.00,-79.55240807137399,43.668748409238475
5350234.00,-79.5642476895589,43.66202455693443
5350235.01,-79.57971506232529,43.66531547875671
5350235.02,-79.57363990284018,43.656643746311886
5350236.01,-79.56984696806643,43.649379983465586
5350236.02,-79.58420067670592,43.64761066493712
5350237.01,-79.57097591474938,43.680201736008286
5350237.02,-79.56291042082142,43.68815924260339
5350237.03,-79.5593764256609,43.67976918655681
5350238.01,-79.54749219477074,43.682856318330195
5350238.02,-79.55176289807457,43.692160573257716
5350239.00,-79.54288217647647,43.701281442037434
5350240.01,-79.53487061454965,43.68620158406689
5350240.02,-79.5216963320444,43.68609554638614
5350241.00,-79.52554320358217,43.696653930507594
5350242.00,-79.51825613266706,43.69563648608384
5350243.01,-79.5537954060524,43.696824477311864
5350243.02,-79.56011510441584,43.69728300105923
5350244.01,-79.54774965983421,43.718215296813575
5350244.02,-79.5488864972117,43.72668861425645
5350245.00,-79.56253764366194,43.718502606874615
5350246.00,-79.57014546701004,43.72913529112871
5350247.01,-79.61604626692107,43.725304560048116
5350247.02,-79.58200210718465,43.723614360081235
5350248.02,-79.58621521607432,43.73688048207676
5350248.03,-79.59743736540587,43.73883432064228
5350248.04,-79.61203962521833,43.7304921653506
5350248.05,-79.59594412421285,43.73238557860929
5350249.01,-79.59487555601108,43.75602696311087
5350249.03,-79.60187193292415,43.749476628378794
5350249.04,-79.59220531939764,43.7494465604322
5350249.05,-79.58829759996259,43.74467280114057
5350250.01,-79.57408208185743,43.73953642658319
5350250.02,-79.5609027756121,43.73779453980964
5350250.04,-79.58846224943011,43.75756116215165
5350250.05,-79.57896031790555,43.74833574877951
5350260.01,-79.32821635892078,43.71174754867713
5350260.04,-79.33347999922812,43.71632971109305
5350260.05,-79.32904793131702,43.716381068769806
5350260.06,-79.33384523836861,43.719057138076735
5350260.07,-79.32506839278933,43.72022894445131
5350261.00,-79.30497268344492,43.72019193422914
5350262.01,-79.30644327711107,43.72970666836492
5350262.02,-79.31439513441573,43.73491753190306
5350263.02,-79.34519284292087,43.72814808923197
5350263.03,-79.3384172384435,43.73217335909001
5350263.04,-79.32745416648024,43.729901444965634
5350264.00,-79.36937650924487,43.73314119265878
5350265.00,-79.38142875074973,43.720993795925146
5350266.00,-79.39226588935561,43.74030063949234
5350267.00,-79.36598187864679,43.7458814963983
5350268.00,-79.34795342649664,43.74187809373022
5350269.01,-79.34559237146198,43.764458517829105
5350269.02,-79.33978302056734,43.755239926361966
5350270.01,-79.32652751569675,43.75609987219259
5350270.02,-79.32943291784635,43.74625825580464
5350271.01,-79.31862571803077,43.74451883441546
5350271.02,-79.3173874382762,43.751751546165885
5350272.01,-79.32663560666882,43.76062647830959
5350272.02,-79.32562795134146,43.7649332004889
5350273.01,-79.37223555228107,43.761806993493224
5350273.02,-79.3720908171066,43.753777285557064
5350274.01,-79.39198833613123,43.75586273180099
5350274.02,-79.40275670786625,43.75065315811612
5350275.00,-79.4138732042757,43.73926056816562
5350276.01,-79.42605634756033,43.73485671569038
5350276.02,-79.42318298482698,43.72518570609829
5350277.00,-79.42323649233735,43.71624410773341
5350278.00,-79.43439144336851,43.713403375696444
5350279.01,-79.44750383974191,43.709447759218236
5350279.02,-79.46215655835634,43.708262866360464
5350280.00,-79.4814701167521,43.701046714573884
5350281.01,-79.49936228379066,43.69816473520053
5350281.02,-79.49193406232769,43.697646542255626
5350282.00,-79.52471741589434,43.71055426922883
5350283.01,-79.49800197223499,43.707582445508855
5350283.02,-79.5011217272867,43.715029736072836
5350284.00,-79.48344905097838,43.713022929896624
5350285.00,-79.47660002451059,43.71687044015251
5350286.00,-79.45305434971365,43.71890267043675
5350287.02,-79.43727238850379,43.73026058398945
5350287.03,-79.44122223281761,43.71944705988008
5350287.04,-79.43368063328917,43.72240168053603
5350288.00,-79.44209934844343,43.73866368865042
5350289.00,-79.46549897798292,43.731307276898654
5350290.01,-79.4986039397601,43.7215131055989
5350290.02,-79.47792099056952,43.72468745487949
5350291.02,-79.49719615745735,43.72581918224402
5350291.03,-79.48596551991425,43.72963149669141
5350291.04,-79.48140569513656,43.73035972684047
5350292.00,-79.516798057306,43.72592213299864
5350293.00,-79.53506317311171,43.72706372175212
5350294.01,-79.5067535255335,43.73007429974275
5350294.02,-79.505706273668,43.73744912398282
5350295.00,-79.48939763940781,43.73885515065558
5350296.00,-79.45867697667737,43.74665958099109
5350297.01,-79.44651701357203,43.7553741737952
5350297.02,-79.44583408123802,43.74974506393525
5350298.00,-79.4304746344122,43.746184654488104
5350299.01,-79.4196956279003,43.75685979530884
5350299.02,-79.41289134379154,43.7641503794202
5350300.00,-79.40469499415624,43.75945688621749
5350301.01,-79.35066114632282,43.76980002703053
5350301.03,-79.34434079520018,43.77298152224852
5350301.04,-79.3405062209227,43.772653421078786
5350302.01,-79.33261406067767,43.779398662616785
5350302.02,-79.33560688008113,43.7900065524817
5350302.03,-79.33754928319519,43.79655011231802
5350303.00,-79.34703973137786,43.782967525634966
5350304.01,-79.35424221164739,43.782074880345114
5350304.02,-79.35978395305231,43.77700848574927
5350304.03,-79.3692990524764,43.78275621665295
5350304.04,-79.35058593255272,43.776971827143605
5350304.05,-79.34937714853571,43.79149097152245
5350304.06,-79.3596716816887,43.789136948167645
5350305.01,-79.38086452300946,43.77823882142221
